InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
10402,P0037,Producto 35,4,2021-05-18,32.44,1019,El Salvador,129.76
10345,P0005,Producto 37,5,2021-06-17,84.96,1054,Guatemala,424.79999999999995
10962,P0019,Producto 5,5,2021-05-15,94.77,1080,Guatemala,473.84999999999997
10510,P0014,Producto 1,8,2021-04-13,88.6,1001,Nicaragua,708.8
10146,P0026,Producto 40,7,2021-06-15,74.17,1024,Costa Rica,519.19
10147,P0004,Producto 12,9,2021-03-26,28.47,1012,Guatemala,256.23
10863,P0025,Producto 36,8,2021-03-02,28.88,1091,Guatemala,231.04
10710,P0045,Producto 45,2,2021-01-03,96.37,1069,Honduras,192.74
10819,P0042,Producto 23,4,2021-05-08,2.02,1066,Guatemala,8.08
10488,P0025,Producto 47,6,2021-06-28,71.89,1057,Costa Rica,431.34000000000003
10928,P0018,Producto 31,2,2021-03-27,70.92,1098,El Salvador,141.84
10935,P0040,Producto 11,7,2021-02-16,62.65,1081,El Salvador,438.55
10639,P0008,Producto 10,3,2021-03-17,99.02,1074,El Salvador,297.06
10550,P0039,Producto 3,3,2021-02-07,31.88,1083,El Salvador,95.64
10337,P0040,Producto 14,2,2021-06-13,34.66,1063,Honduras,69.32
10871,P0014,Producto 16,8,2021-06-18,8.82,1068,Guatemala,70.56
10640,P0032,Producto 10,6,2021-05-21,44.84,1082,El Salvador,269.04
10778,P0038,Producto 29,1,2021-03-28,26.84,1085,Nicaragua,26.84
10987,P0033,Producto 10,1,2021-02-27,35.0,1058,El Salvador,35.0
10952,P0023,Producto 12,7,2021-02-19,83.62,1059,Guatemala,585.34
10472,P0015,Producto 30,8,2021-01-30,93.61,1082,El Salvador,748.88
10945,P0033,Producto 41,5,2021-04-11,19.39,1061,Honduras,96.95
10150,P0025,Producto 1,5,2021-01-25,37.88,1015,Costa Rica,189.4
10414,P0017,Producto 5,4,2021-04-22,92.93,1087,Costa Rica,371.72
10989,P0033,Producto 20,6,2021-06-04,7.12,1067,Guatemala,42.72
10297,P0047,Producto 8,6,2021-06-28,10.14,1014,Costa Rica,60.84
10610,P0002,Producto 43,3,2021-05-06,17.12,1088,Costa Rica,51.36
10262,P0014,Producto 12,9,2021-05-03,59.93,1054,Nicaragua,539.37
10763,P0040,Producto 1,7,2021-02-16,15.9,1034,Guatemala,111.3
10143,P0040,Producto 20,1,2021-04-28,96.84,1054,Guatemala,96.84
10345,P0039,Producto 28,7,2021-02-08,45.22,1013,Costa Rica,316.53999999999996
10623,P0006,Producto 43,5,2021-01-16,50.65,1048,Costa Rica,253.25
10571,P0006,Producto 37,5,2021-01-22,25.42,1082,Costa Rica,127.10000000000001
10880,P0003,Producto 47,2,2021-02-23,47.63,1099,Honduras,95.26
10001,P0007,Producto 37,4,2021-05-29,66.53,1006,El Salvador,266.12
10896,P0008,Producto 12,6,2021-01-16,75.37,1029,Honduras,452.22
10303,P0042,Producto 37,7,2021-02-28,75.63,1082,Guatemala,529.41
10253,P0015,Producto 49,5,2021-01-31,58.21,1048,Nicaragua,291.05
10651,P0047,Producto 49,9,2021-06-19,90.53,1088,El Salvador,814.77
10452,P0029,Producto 44,3,2021-02-01,81.92,1015,Nicaragua,245.76
10036,P0033,Producto 28,1,2021-06-11,75.95,1050,Guatemala,75.95
10159,P0030,Producto 47,4,2021-01-09,6.5,1071,Guatemala,26.0
10008,P0039,Producto 15,9,2021-05-19,1.68,1081,Nicaragua,15.12
10232,P0027,Producto 6,4,2021-01-10,22.03,1091,Nicaragua,88.12
10098,P0036,Producto 44,2,2021-01-17,66.69,1079,Nicaragua,133.38
10658,P0029,Producto 20,5,2021-03-09,41.71,1082,Guatemala,208.55
10815,P0038,Producto 14,3,2021-02-17,40.84,1041,Costa Rica,122.52000000000001
10207,P0033,Producto 2,9,2021-06-29,88.57,1016,Nicaragua,797.1299999999999
10130,P0037,Producto 9,4,2021-04-21,89.66,1062,El Salvador,358.64
10403,P0027,Producto 37,6,2021-06-02,91.01,1044,Guatemala,546.0600000000001
10151,P0033,Producto 20,2,2021-05-03,32.07,1076,Honduras,64.14
10053,P0004,Producto 26,6,2021-05-29,69.41,1006,Honduras,416.46
10119,P0022,Producto 29,3,2021-04-11,27.89,1026,El Salvador,83.67
10672,P0002,Producto 1,9,2021-04-12,19.87,1009,Costa Rica,178.83
10919,P0010,Producto 35,2,2021-03-06,19.28,1033,Nicaragua,38.56
10627,P0005,Producto 6,9,2021-02-20,34.87,1035,Guatemala,313.83
10586,P0010,Producto 37,5,2021-02-05,43.57,1024,Nicaragua,217.85
10624,P0033,Producto 5,8,2021-03-22,83.26,1005,Guatemala,666.08
10967,P0038,Producto 33,2,2021-05-07,12.87,1023,Honduras,25.74
10419,P0013,Producto 49,6,2021-03-29,73.76,1017,Nicaragua,442.56000000000006
10421,P0031,Producto 14,3,2021-04-14,53.61,1086,El Salvador,160.82999999999998
10103,P0047,Producto 12,5,2021-01-15,29.51,1005,Costa Rica,147.55
10851,P0036,Producto 42,8,2021-04-06,49.79,1028,El Salvador,398.32
10253,P0045,Producto 20,1,2021-06-16,30.69,1024,Costa Rica,30.69
10226,P0024,Producto 24,5,2021-05-03,60.01,1054,Nicaragua,300.05
10111,P0015,Producto 43,3,2021-01-01,43.95,1080,Nicaragua,131.85000000000002
10509,P0029,Producto 34,4,2021-05-31,17.28,1045,Costa Rica,69.12
10472,P0008,Producto 25,2,2021-05-02,12.54,1023,Honduras,25.08
10098,P0005,Producto 29,9,2021-06-16,55.12,1074,Guatemala,496.08
10152,P0029,Producto 39,3,2021-05-06,90.34,1025,El Salvador,271.02
10860,P0047,Producto 31,2,2021-02-26,35.05,1097,El Salvador,70.1
10913,P0004,Producto 47,9,2021-03-22,73.57,1027,El Salvador,662.1299999999999
10895,P0012,Producto 43,7,2021-06-11,66.21,1002,Nicaragua,463.46999999999997
10877,P0045,Producto 23,6,2021-06-18,93.22,1074,El Salvador,559.3199999999999
10337,P0002,Producto 44,1,2021-03-14,82.28,1037,Guatemala,82.28
10705,P0027,Producto 38,5,2021-05-21,57.09,1060,Guatemala,285.45000000000005
10821,P0031,Producto 20,3,2021-03-11,66.05,1077,Costa Rica,198.14999999999998
10162,P0036,Producto 23,1,2021-01-06,89.94,1050,Nicaragua,89.94
10719,P0036,Producto 45,4,2021-03-25,40.55,1089,Guatemala,162.2
10956,P0026,Producto 16,2,2021-02-21,33.35,1047,Honduras,66.7
10680,P0043,Producto 42,2,2021-01-03,2.07,1020,Nicaragua,4.14
10995,P0027,Producto 8,3,2021-03-22,82.83,1053,Nicaragua,248.49
10160,P0005,Producto 21,8,2021-03-04,80.3,1055,Guatemala,642.4
10579,P0020,Producto 1,8,2021-02-18,11.34,1093,Honduras,90.72
10800,P0011,Producto 8,7,2021-03-17,58.11,1058,Costa Rica,406.77
10397,P0010,Producto 29,6,2021-04-22,46.93,1071,Guatemala,281.58
10276,P0040,Producto 32,9,2021-06-24,12.75,1050,Honduras,114.75
10815,P0038,Producto 38,4,2021-04-19,98.08,1019,Nicaragua,392.32
10915,P0006,Producto 5,1,2021-03-06,22.25,1095,Honduras,22.25
10503,P0008,Producto 47,8,2021-03-22,7.66,1085,Nicaragua,61.28
10895,P0023,Producto 22,7,2021-01-15,59.89,1058,Guatemala,419.23
10391,P0047,Producto 47,7,2021-04-10,74.15,1070,Guatemala,519.0500000000001
10134,P0026,Producto 34,3,2021-02-01,4.21,1008,El Salvador,12.629999999999999
10194,P0046,Producto 1,4,2021-04-06,66.21,1000,El Salvador,264.84
10400,P0043,Producto 26,9,2021-05-08,53.7,1028,El Salvador,483.3
10639,P0012,Producto 43,6,2021-05-26,11.22,1062,Guatemala,67.32000000000001
10032,P0026,Producto 10,5,2021-04-23,18.08,1071,Costa Rica,90.39999999999999
10687,P0013,Producto 30,3,2021-03-24,57.23,1055,Guatemala,171.69
10459,P0040,Producto 18,9,2021-02-12,30.34,1067,Honduras,273.06
10954,P0018,Producto 17,5,2021-04-26,93.89,1034,Guatemala,469.45
10882,P0025,Producto 26,5,2021-06-12,82.06,1002,Guatemala,410.3
10469,P0033,Producto 8,4,2021-03-19,98.37,1006,Nicaragua,393.48
10374,P0047,Producto 47,4,2021-02-27,26.71,1026,Nicaragua,106.84
10021,P0040,Producto 40,1,2021-02-02,97.0,1000,Nicaragua,97.0
10749,P0043,Producto 49,7,2021-01-14,43.69,1090,Guatemala,305.83
10669,P0012,Producto 12,9,2021-06-11,35.4,1079,Costa Rica,318.59999999999997
10037,P0044,Producto 27,3,2021-05-12,5.98,1070,Honduras,17.94
10229,P0036,Producto 8,2,2021-02-28,6.22,1043,Honduras,12.44
10364,P0048,Producto 25,3,2021-06-06,69.51,1086,Costa Rica,208.53000000000003
10562,P0004,Producto 46,1,2021-03-24,46.33,1040,Costa Rica,46.33
10437,P0005,Producto 4,6,2021-05-14,23.43,1074,Honduras,140.57999999999998
10775,P0037,Producto 33,7,2021-05-01,61.78,1041,El Salvador,432.46000000000004
10282,P0008,Producto 1,2,2021-06-26,26.03,1032,Nicaragua,52.06
10026,P0042,Producto 19,8,2021-06-17,58.19,1049,Nicaragua,465.52
10225,P0049,Producto 31,6,2021-03-24,36.56,1062,Honduras,219.36
10276,P0028,Producto 16,4,2021-01-27,82.53,1099,Costa Rica,330.12
10797,P0031,Producto 14,5,2021-03-21,82.25,1036,El Salvador,411.25
10608,P0009,Producto 48,8,2021-05-14,48.26,1058,Honduras,386.08
10283,P0029,Producto 5,3,2021-01-13,35.73,1080,Nicaragua,107.19
10878,P0014,Producto 41,3,2021-03-05,36.89,1098,Guatemala,110.67
10959,P0040,Producto 26,4,2021-05-27,80.77,1047,Costa Rica,323.08
10480,P0041,Producto 28,1,2021-03-21,33.49,1004,Guatemala,33.49
10452,P0022,Producto 2,9,2021-05-03,21.7,1047,Honduras,195.29999999999998
10828,P0011,Producto 6,8,2021-02-12,9.38,1095,Nicaragua,75.04
10815,P0023,Producto 9,8,2021-03-30,47.2,1002,El Salvador,377.6
10658,P0001,Producto 33,6,2021-05-28,48.73,1046,Guatemala,292.38
10515,P0046,Producto 41,7,2021-04-05,84.25,1061,El Salvador,589.75
10546,P0037,Producto 25,6,2021-06-21,22.9,1098,Nicaragua,137.39999999999998
10191,P0021,Producto 48,9,2021-05-31,38.72,1013,Guatemala,348.48
10048,P0026,Producto 13,3,2021-01-02,81.03,1062,El Salvador,243.09
10511,P0046,Producto 9,3,2021-04-30,82.54,1060,El Salvador,247.62
10016,P0036,Producto 13,3,2021-01-22,39.08,1030,Guatemala,117.24
10171,P0023,Producto 31,3,2021-04-25,46.45,1094,Nicaragua,139.35000000000002
10219,P0001,Producto 41,9,2021-02-26,31.03,1016,El Salvador,279.27
10157,P0040,Producto 11,4,2021-03-13,93.32,1023,Honduras,373.28
10476,P0015,Producto 4,7,2021-01-07,12.75,1022,Guatemala,89.25
10045,P0021,Producto 34,9,2021-04-29,93.44,1081,Costa Rica,840.96
10372,P0047,Producto 38,7,2021-04-24,68.7,1049,Costa Rica,480.90000000000003
10517,P0009,Producto 46,9,2021-01-16,53.63,1077,Nicaragua,482.67
10098,P0009,Producto 4,3,2021-03-24,4.23,1078,Honduras,12.690000000000001
10891,P0010,Producto 38,4,2021-06-28,48.08,1078,El Salvador,192.32
10744,P0026,Producto 19,8,2021-03-13,41.37,1069,Costa Rica,330.96
10036,P0041,Producto 6,6,2021-05-04,16.96,1026,Nicaragua,101.76
10279,P0035,Producto 34,5,2021-04-23,65.98,1014,Honduras,329.90000000000003
10348,P0025,Producto 18,4,2021-01-12,97.14,1049,Honduras,388.56
10496,P0026,Producto 13,8,2021-05-06,56.66,1035,Nicaragua,453.28
10301,P0011,Producto 41,1,2021-02-22,71.76,1007,Nicaragua,71.76
10180,P0038,Producto 23,9,2021-03-16,7.78,1078,El Salvador,70.02
10606,P0002,Producto 19,1,2021-05-13,42.35,1002,Nicaragua,42.35
10098,P0007,Producto 45,8,2021-01-27,12.52,1061,El Salvador,100.16
10699,P0018,Producto 11,4,2021-05-20,61.67,1046,El Salvador,246.68
10992,P0027,Producto 1,9,2021-05-25,93.91,1076,Guatemala,845.1899999999999
10115,P0034,Producto 24,5,2021-05-14,66.52,1097,Honduras,332.59999999999997
10190,P0027,Producto 7,3,2021-04-07,8.6,1087,Honduras,25.799999999999997
10252,P0017,Producto 25,9,2021-01-05,36.11,1095,Honduras,324.99
10980,P0043,Producto 21,9,2021-02-26,55.52,1060,Guatemala,499.68
10927,P0044,Producto 15,4,2021-06-05,40.92,1031,El Salvador,163.68
10982,P0024,Producto 1,4,2021-03-19,83.53,1093,El Salvador,334.12
10160,P0025,Producto 12,8,2021-03-10,81.65,1012,Nicaragua,653.2
10255,P0007,Producto 7,2,2021-04-28,61.57,1000,Guatemala,123.14
10322,P0006,Producto 15,9,2021-04-30,37.97,1033,Nicaragua,341.73
10127,P0024,Producto 21,6,2021-02-28,26.28,1061,Guatemala,157.68
10017,P0033,Producto 19,9,2021-02-02,11.48,1078,Nicaragua,103.32000000000001
10792,P0049,Producto 29,8,2021-03-03,36.13,1077,Costa Rica,289.04
10734,P0029,Producto 25,7,2021-02-19,41.9,1092,Honduras,293.3
10565,P0043,Producto 33,1,2021-04-22,67.91,1097,Honduras,67.91
10569,P0022,Producto 49,3,2021-01-19,66.16,1081,El Salvador,198.48
10322,P0026,Producto 32,2,2021-05-03,7.94,1070,Costa Rica,15.88
10871,P0028,Producto 49,5,2021-02-16,40.13,1092,Honduras,200.65
10685,P0021,Producto 35,5,2021-06-16,19.0,1030,El Salvador,95.0
10791,P0049,Producto 44,5,2021-02-02,16.52,1063,Costa Rica,82.6
10625,P0007,Producto 38,4,2021-05-21,82.9,1024,Honduras,331.6
10287,P0017,Producto 26,5,2021-03-25,5.15,1037,Nicaragua,25.75
10942,P0020,Producto 11,3,2021-05-15,42.5,1013,Guatemala,127.5
10853,P0041,Producto 35,1,2021-03-20,17.65,1007,Costa Rica,17.65
10662,P0049,Producto 8,5,2021-01-14,88.05,1090,El Salvador,440.25
10961,P0020,Producto 46,9,2021-05-27,56.15,1053,Costa Rica,505.34999999999997
10638,P0022,Producto 14,9,2021-05-08,23.91,1001,El Salvador,215.19
10154,P0028,Producto 10,4,2021-02-23,50.74,1080,Costa Rica,202.96
10489,P0040,Producto 2,3,2021-05-28,73.42,1077,El Salvador,220.26
10385,P0049,Producto 46,1,2021-01-29,95.85,1088,Honduras,95.85
10985,P0007,Producto 9,2,2021-01-24,22.82,1055,Nicaragua,45.64
10784,P0001,Producto 3,8,2021-03-23,88.73,1093,Honduras,709.84
10103,P0032,Producto 21,1,2021-03-04,93.5,1092,Nicaragua,93.5
10928,P0013,Producto 26,8,2021-04-15,91.73,1083,Honduras,733.84
10392,P0030,Producto 8,7,2021-02-26,63.91,1084,Honduras,447.37
10810,P0023,Producto 48,8,2021-05-16,63.35,1060,Costa Rica,506.8
10245,P0019,Producto 2,6,2021-03-03,40.92,1021,Guatemala,245.52
10175,P0032,Producto 6,9,2021-06-06,75.49,1034,El Salvador,679.41
10038,P0030,Producto 28,3,2021-01-17,53.6,1015,El Salvador,160.8
10476,P0029,Producto 29,4,2021-03-07,68.07,1049,El Salvador,272.28
10681,P0049,Producto 26,6,2021-01-06,43.42,1042,Nicaragua,260.52
10758,P0045,Producto 25,8,2021-02-27,73.42,1016,El Salvador,587.36
10537,P0029,Producto 12,5,2021-03-10,82.62,1079,El Salvador,413.1
10866,P0030,Producto 5,3,2021-06-05,15.5,1057,Costa Rica,46.5
10817,P0016,Producto 34,6,2021-03-03,83.46,1001,Honduras,500.76
10920,P0040,Producto 48,4,2021-06-18,54.49,1003,El Salvador,217.96
10407,P0019,Producto 37,9,2021-03-23,84.62,1084,Guatemala,761.58
10524,P0018,Producto 15,3,2021-06-18,43.7,1038,El Salvador,131.10000000000002
10827,P0001,Producto 44,4,2021-06-26,38.53,1097,Nicaragua,154.12
10505,P0014,Producto 36,7,2021-06-26,91.59,1093,Nicaragua,641.13
10902,P0047,Producto 15,7,2021-03-12,25.87,1005,Nicaragua,181.09
10824,P0002,Producto 43,4,2021-05-11,84.58,1080,El Salvador,338.32
10035,P0028,Producto 48,6,2021-01-10,48.92,1088,Costa Rica,293.52
10684,P0049,Producto 23,3,2021-04-08,51.9,1068,Guatemala,155.7
10019,P0030,Producto 6,6,2021-03-30,31.54,1068,El Salvador,189.24
10320,P0038,Producto 46,2,2021-02-04,57.73,1019,Costa Rica,115.46
10775,P0004,Producto 44,8,2021-01-02,33.2,1063,Costa Rica,265.6
10511,P0001,Producto 43,2,2021-05-04,4.89,1015,El Salvador,9.78
10399,P0008,Producto 45,7,2021-01-24,27.93,1050,El Salvador,195.51
10653,P0029,Producto 21,9,2021-03-15,1.63,1036,Costa Rica,14.669999999999998
10971,P0039,Producto 23,1,2021-06-15,97.86,1072,Costa Rica,97.86
10882,P0003,Producto 43,8,2021-01-22,96.61,1068,Costa Rica,772.88
10470,P0032,Producto 16,7,2021-06-03,40.12,1041,El Salvador,280.84
10142,P0010,Producto 47,6,2021-06-20,73.11,1056,Costa Rica,438.65999999999997
10091,P0010,Producto 15,6,2021-02-08,35.23,1065,Nicaragua,211.38
10353,P0019,Producto 25,6,2021-06-06,67.44,1008,El Salvador,404.64
10833,P0046,Producto 36,9,2021-01-20,80.74,1099,Nicaragua,726.66
10799,P0034,Producto 11,2,2021-02-10,94.73,1085,Honduras,189.46
10726,P0033,Producto 15,1,2021-05-28,40.62,1063,El Salvador,40.62
10958,P0023,Producto 4,6,2021-04-18,78.55,1085,Honduras,471.29999999999995
10853,P0028,Producto 21,8,2021-05-27,27.33,1021,Costa Rica,218.64
10050,P0032,Producto 13,3,2021-03-25,99.04,1033,Costa Rica,297.12
10664,P0007,Producto 22,1,2021-04-21,3.55,1054,Guatemala,3.55
10697,P0029,Producto 19,9,2021-03-07,60.75,1028,Costa Rica,546.75
10574,P0008,Producto 34,1,2021-06-07,66.29,1037,Honduras,66.29
10189,P0001,Producto 14,3,2021-02-22,69.12,1096,Costa Rica,207.36
10124,P0003,Producto 4,8,2021-02-03,12.92,1017,El Salvador,103.36
10149,P0024,Producto 48,3,2021-05-30,93.91,1070,Costa Rica,281.73
10313,P0023,Producto 46,4,2021-03-08,18.94,1064,Guatemala,75.76
10569,P0008,Producto 27,8,2021-05-14,62.65,1096,Costa Rica,501.2
10341,P0047,Producto 29,1,2021-01-27,23.04,1000,Honduras,23.04
10304,P0037,Producto 47,6,2021-01-10,31.41,1087,Honduras,188.46
10691,P0003,Producto 28,1,2021-03-14,55.1,1003,Costa Rica,55.1
10681,P0033,Producto 35,1,2021-04-06,42.3,1003,Honduras,42.3
10837,P0028,Producto 8,8,2021-02-17,16.86,1081,Honduras,134.88
10782,P0047,Producto 16,4,2021-03-11,17.92,1026,Guatemala,71.68
10053,P0008,Producto 42,1,2021-04-10,42.4,1042,El Salvador,42.4
10443,P0034,Producto 36,7,2021-02-28,75.97,1058,Guatemala,531.79
10612,P0035,Producto 30,5,2021-01-02,89.9,1031,Nicaragua,449.5
10992,P0032,Producto 18,5,2021-06-06,9.33,1032,Guatemala,46.65
10263,P0024,Producto 2,1,2021-03-06,39.92,1027,Costa Rica,39.92
10052,P0014,Producto 49,6,2021-03-24,10.92,1054,El Salvador,65.52
10571,P0032,Producto 13,9,2021-06-03,2.64,1099,Costa Rica,23.76
10619,P0046,Producto 4,9,2021-01-10,66.51,1059,Nicaragua,598.59
10004,P0043,Producto 26,8,2021-02-22,60.64,1069,El Salvador,485.12
10102,P0016,Producto 25,5,2021-03-20,17.14,1061,Honduras,85.7
10195,P0004,Producto 30,1,2021-02-28,24.15,1079,Guatemala,24.15
10773,P0037,Producto 11,9,2021-05-30,3.35,1033,Costa Rica,30.150000000000002
10876,P0021,Producto 7,1,2021-06-28,83.66,1086,Nicaragua,83.66
10991,P0014,Producto 31,8,2021-02-17,97.49,1087,Honduras,779.92
10883,P0031,Producto 44,5,2021-05-29,14.41,1055,Guatemala,72.05
10349,P0048,Producto 10,3,2021-05-03,23.92,1012,Honduras,71.76
10046,P0018,Producto 39,7,2021-01-22,86.97,1055,Guatemala,608.79
10866,P0007,Producto 13,7,2021-04-10,92.72,1017,El Salvador,649.04
10822,P0010,Producto 31,9,2021-04-08,42.54,1053,Honduras,382.86
10935,P0007,Producto 7,7,2021-06-07,6.01,1076,Honduras,42.07
10819,P0033,Producto 49,3,2021-01-25,4.9,1042,Honduras,14.700000000000001
10655,P0023,Producto 42,1,2021-01-28,57.82,1038,El Salvador,57.82
10268,P0021,Producto 42,8,2021-04-23,39.9,1060,Nicaragua,319.2
10369,P0019,Producto 36,3,2021-02-14,3.84,1041,Guatemala,11.52
10635,P0048,Producto 20,8,2021-03-09,58.74,1080,Honduras,469.92
10105,P0019,Producto 4,8,2021-01-07,2.12,1078,El Salvador,16.96
10669,P0036,Producto 7,5,2021-02-18,78.95,1017,Nicaragua,394.75
10658,P0029,Producto 1,1,2021-05-17,31.34,1022,Guatemala,31.34
10656,P0018,Producto 44,7,2021-06-13,4.99,1053,El Salvador,34.93
10119,P0002,Producto 45,5,2021-03-24,59.25,1029,Guatemala,296.25
10830,P0001,Producto 42,8,2021-05-09,40.37,1097,Honduras,322.96
10786,P0047,Producto 47,9,2021-05-18,97.41,1057,Nicaragua,876.6899999999999
10603,P0005,Producto 13,7,2021-06-13,54.88,1067,El Salvador,384.16
10057,P0020,Producto 22,7,2021-03-14,28.25,1066,Nicaragua,197.75
10950,P0011,Producto 21,1,2021-02-15,71.23,1070,Honduras,71.23
10345,P0042,Producto 22,4,2021-04-16,27.88,1017,Nicaragua,111.52
10740,P0002,Producto 28,2,2021-06-09,90.52,1006,Nicaragua,181.04
10473,P0003,Producto 9,2,2021-02-01,38.1,1039,Costa Rica,76.2
10116,P0023,Producto 26,2,2021-01-06,55.44,1069,Nicaragua,110.88
10829,P0012,Producto 9,4,2021-06-25,6.01,1085,Guatemala,24.04
10790,P0020,Producto 15,1,2021-06-15,43.19,1064,El Salvador,43.19
10126,P0005,Producto 10,4,2021-05-25,83.4,1067,Costa Rica,333.6
10392,P0037,Producto 24,2,2021-03-15,80.76,1048,El Salvador,161.52
10907,P0038,Producto 42,5,2021-04-24,23.21,1051,El Salvador,116.05000000000001
10640,P0030,Producto 8,3,2021-01-27,23.38,1028,Honduras,70.14
10057,P0009,Producto 24,8,2021-02-23,81.91,1020,Honduras,655.28
10633,P0034,Producto 16,4,2021-06-27,93.11,1089,Costa Rica,372.44
10512,P0044,Producto 49,1,2021-06-12,10.44,1077,Honduras,10.44
10750,P0035,Producto 26,1,2021-03-26,45.56,1008,Honduras,45.56
10801,P0022,Producto 27,3,2021-05-07,34.41,1046,Honduras,103.22999999999999
10095,P0044,Producto 37,9,2021-06-02,87.2,1075,El Salvador,784.8000000000001
10637,P0024,Producto 4,7,2021-06-05,9.27,1041,Costa Rica,64.89
10117,P0017,Producto 24,2,2021-04-21,21.9,1050,El Salvador,43.8
10559,P0010,Producto 19,9,2021-01-15,75.49,1055,Guatemala,679.41
10600,P0030,Producto 36,2,2021-05-12,6.08,1050,El Salvador,12.16
10487,P0046,Producto 39,3,2021-04-03,49.76,1069,Guatemala,149.28
10236,P0023,Producto 10,2,2021-05-03,44.77,1019,Nicaragua,89.54
10884,P0032,Producto 25,3,2021-03-14,34.11,1087,Nicaragua,102.33
10896,P0017,Producto 18,6,2021-06-04,40.06,1026,Guatemala,240.36
10271,P0017,Producto 19,9,2021-06-03,53.46,1037,Guatemala,481.14
10188,P0014,Producto 36,9,2021-05-27,16.98,1071,El Salvador,152.82
10998,P0009,Producto 10,7,2021-04-02,57.63,1064,Guatemala,403.41
10703,P0040,Producto 33,3,2021-01-17,80.74,1053,Costa Rica,242.21999999999997
10446,P0002,Producto 5,4,2021-02-12,76.26,1023,Nicaragua,305.04
10580,P0045,Producto 47,6,2021-05-01,16.24,1046,Nicaragua,97.44
10789,P0025,Producto 49,5,2021-02-10,15.78,1070,Guatemala,78.89999999999999
10860,P0039,Producto 35,2,2021-06-19,27.55,1082,Honduras,55.1
10246,P0009,Producto 44,6,2021-06-27,36.75,1085,Honduras,220.5
10962,P0022,Producto 34,3,2021-06-17,41.44,1062,Guatemala,124.32
10075,P0043,Producto 33,8,2021-02-08,68.29,1056,Costa Rica,546.32
10153,P0046,Producto 21,2,2021-04-23,6.61,1054,Honduras,13.22
10655,P0004,Producto 17,1,2021-05-31,4.43,1059,Guatemala,4.43
10434,P0026,Producto 22,9,2021-04-21,39.8,1098,Costa Rica,358.2
10996,P0029,Producto 48,3,2021-06-29,70.02,1061,Costa Rica,210.06
10085,P0045,Producto 37,1,2021-02-16,20.15,1029,El Salvador,20.15
10696,P0034,Producto 15,7,2021-03-04,64.51,1092,Costa Rica,451.57000000000005
10284,P0023,Producto 35,5,2021-04-20,26.72,1021,Honduras,133.6
10973,P0037,Producto 28,5,2021-03-10,88.72,1074,Honduras,443.6
10219,P0011,Producto 7,1,2021-02-12,89.67,1083,Guatemala,89.67
10068,P0006,Producto 32,9,2021-06-25,30.43,1028,Guatemala,273.87
10046,P0018,Producto 11,7,2021-02-03,23.77,1040,Costa Rica,166.39
10093,P0021,Producto 10,8,2021-02-09,41.72,1041,Nicaragua,333.76
10749,P0042,Producto 9,9,2021-03-02,24.81,1097,El Salvador,223.29
10957,P0036,Producto 14,6,2021-06-27,67.57,1064,Nicaragua,405.41999999999996
10452,P0041,Producto 13,5,2021-03-03,82.78,1030,Costa Rica,413.9
10203,P0038,Producto 25,6,2021-02-27,67.64,1029,Costa Rica,405.84000000000003
10911,P0034,Producto 2,2,2021-06-10,82.61,1017,Nicaragua,165.22
10217,P0017,Producto 35,4,2021-03-16,40.3,1016,El Salvador,161.2
10473,P0037,Producto 7,3,2021-01-16,16.48,1037,Nicaragua,49.44
10431,P0025,Producto 21,7,2021-03-23,74.06,1013,Guatemala,518.4200000000001
10340,P0038,Producto 18,9,2021-04-04,36.69,1086,Honduras,330.21
10550,P0012,Producto 3,5,2021-02-17,67.46,1088,Guatemala,337.29999999999995
10611,P0023,Producto 42,6,2021-05-18,27.79,1078,Honduras,166.74
10288,P0042,Producto 39,2,2021-03-23,9.04,1055,Costa Rica,18.08
10253,P0022,Producto 41,3,2021-02-07,99.27,1021,El Salvador,297.81
10733,P0021,Producto 49,3,2021-05-07,16.46,1066,Nicaragua,49.38
