InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
10356,P0027,Producto 11,9,2021-01-19,98.85,1055,El Salvador,889.65
10022,P0031,Producto 39,7,2021-06-13,97.75,1018,Nicaragua,684.25
10761,P0006,Producto 24,8,2021-03-04,79.59,1056,Guatemala,636.72
10521,P0027,Producto 46,9,2021-03-18,66.28,1043,Guatemala,596.52
10757,P0040,Producto 19,6,2021-06-23,58.2,1097,Nicaragua,349.20000000000005
10836,P0034,Producto 4,4,2021-05-11,86.74,1034,El Salvador,346.96
10099,P0012,Producto 26,1,2021-04-12,29.65,1000,Nicaragua,29.65
10801,P0045,Producto 38,8,2021-03-06,47.3,1051,Costa Rica,378.4
10179,P0007,Producto 42,7,2021-04-30,62.32,1084,Guatemala,436.24
10222,P0010,Producto 32,2,2021-04-01,41.71,1092,Costa Rica,83.42
10905,P0045,Producto 39,8,2021-01-08,43.32,1069,Guatemala,346.56
10761,P0017,Producto 45,5,2021-06-28,33.7,1036,Guatemala,168.5
10658,P0026,Producto 46,7,2021-03-14,56.86,1064,Honduras,398.02
10441,P0021,Producto 36,4,2021-05-14,85.21,1050,Costa Rica,340.84
10607,P0028,Producto 40,5,2021-04-17,20.95,1000,Costa Rica,104.75
10768,P0046,Producto 37,8,2021-03-30,93.51,1090,Honduras,748.08
10324,P0002,Producto 33,1,2021-02-08,69.22,1020,El Salvador,69.22
10515,P0043,Producto 36,1,2021-04-23,82.5,1052,Costa Rica,82.5
10015,P0001,Producto 3,4,2021-01-28,56.06,1015,Nicaragua,224.24
10791,P0036,Producto 9,3,2021-04-07,78.17,1060,Honduras,234.51
10335,P0026,Producto 8,2,2021-02-06,2.6,1053,Costa Rica,5.2
10758,P0029,Producto 33,3,2021-05-17,82.02,1039,El Salvador,246.06
10257,P0021,Producto 6,1,2021-03-23,4.97,1025,Costa Rica,4.97
10496,P0011,Producto 41,1,2021-02-25,89.1,1079,Guatemala,89.1
10987,P0040,Producto 39,6,2021-03-26,99.2,1091,Nicaragua,595.2
10895,P0011,Producto 4,5,2021-01-02,30.11,1064,Honduras,150.55
10159,P0036,Producto 13,8,2021-02-27,21.82,1099,Guatemala,174.56
10474,P0049,Producto 49,2,2021-04-17,76.77,1073,El Salvador,153.54
10851,P0039,Producto 2,4,2021-05-03,26.05,1063,Guatemala,104.2
10663,P0040,Producto 5,8,2021-06-17,86.69,1042,Guatemala,693.52
10907,P0035,Producto 44,6,2021-06-13,11.18,1016,El Salvador,67.08
10689,P0034,Producto 27,1,2021-04-24,13.47,1058,Guatemala,13.47
10674,P0047,Producto 32,4,2021-04-17,97.94,1022,Honduras,391.76
10379,P0024,Producto 21,1,2021-02-06,67.71,1006,Costa Rica,67.71
10544,P0022,Producto 8,2,2021-03-20,84.84,1043,Guatemala,169.68
10928,P0005,Producto 38,5,2021-04-02,33.11,1052,Honduras,165.55
10956,P0033,Producto 8,8,2021-01-18,67.97,1070,Costa Rica,543.76
10690,P0036,Producto 3,8,2021-04-08,59.83,1078,Costa Rica,478.64
10426,P0047,Producto 44,3,2021-03-04,60.71,1033,Guatemala,182.13
10612,P0020,Producto 3,4,2021-05-30,68.57,1045,Honduras,274.28
10267,P0019,Producto 22,6,2021-05-19,57.96,1067,Guatemala,347.76
10834,P0035,Producto 6,3,2021-01-04,43.48,1077,El Salvador,130.44
10576,P0043,Producto 2,2,2021-05-15,28.32,1077,Costa Rica,56.64
10416,P0017,Producto 23,6,2021-03-02,77.09,1015,Guatemala,462.54
10167,P0045,Producto 44,5,2021-04-17,23.4,1070,Costa Rica,117.0
10841,P0043,Producto 2,5,2021-02-23,69.54,1095,Honduras,347.70000000000005
10042,P0034,Producto 38,5,2021-03-29,24.1,1018,Nicaragua,120.5
10555,P0009,Producto 17,5,2021-03-09,62.91,1001,Guatemala,314.54999999999995
10284,P0026,Producto 35,3,2021-05-09,74.96,1009,Guatemala,224.88
10396,P0002,Producto 34,7,2021-02-24,22.65,1049,Costa Rica,158.54999999999998
10011,P0009,Producto 23,6,2021-01-03,6.93,1080,Honduras,41.58
10606,P0009,Producto 30,4,2021-06-15,13.97,1011,El Salvador,55.88
10301,P0040,Producto 8,2,2021-05-01,60.99,1069,Honduras,121.98
10897,P0017,Producto 22,9,2021-05-09,85.1,1021,Guatemala,765.9
10252,P0001,Producto 44,1,2021-04-12,5.45,1031,El Salvador,5.45
10498,P0025,Producto 36,4,2021-02-07,73.68,1083,Honduras,294.72
10753,P0043,Producto 5,1,2021-03-26,34.79,1000,Nicaragua,34.79
10034,P0040,Producto 13,6,2021-06-06,48.37,1053,Costa Rica,290.21999999999997
10726,P0042,Producto 29,4,2021-05-13,92.96,1057,Honduras,371.84
10848,P0025,Producto 31,5,2021-04-02,33.87,1069,Honduras,169.35
10089,P0039,Producto 47,5,2021-01-21,47.07,1082,Nicaragua,235.35
10775,P0035,Producto 16,9,2021-04-19,2.35,1017,Guatemala,21.150000000000002
10604,P0003,Producto 42,1,2021-02-16,9.08,1005,Costa Rica,9.08
10921,P0037,Producto 30,2,2021-03-25,26.6,1044,Honduras,53.2
10969,P0044,Producto 16,6,2021-03-24,3.76,1096,El Salvador,22.56
10601,P0044,Producto 12,5,2021-02-04,63.51,1022,Honduras,317.55
10417,P0030,Producto 17,7,2021-03-10,43.21,1022,Costa Rica,302.47
10114,P0038,Producto 16,3,2021-05-09,55.27,1025,Honduras,165.81
10616,P0034,Producto 12,3,2021-05-20,18.29,1076,Nicaragua,54.87
10902,P0012,Producto 8,2,2021-01-27,30.3,1006,Honduras,60.6
10195,P0019,Producto 20,3,2021-02-25,66.72,1078,Honduras,200.16
10825,P0037,Producto 3,1,2021-01-23,96.56,1043,El Salvador,96.56
10500,P0044,Producto 16,5,2021-06-02,5.99,1026,Nicaragua,29.950000000000003
10625,P0049,Producto 30,5,2021-01-21,89.15,1025,Nicaragua,445.75
10492,P0017,Producto 45,7,2021-03-02,58.11,1096,Honduras,406.77
10074,P0010,Producto 23,4,2021-03-04,56.83,1078,El Salvador,227.32
10412,P0049,Producto 28,3,2021-05-02,50.53,1035,Honduras,151.59
10375,P0047,Producto 40,1,2021-02-21,7.87,1054,Honduras,7.87
10419,P0012,Producto 5,8,2021-03-29,9.9,1063,Costa Rica,79.2
10728,P0016,Producto 20,3,2021-06-02,60.49,1090,Costa Rica,181.47
10276,P0024,Producto 40,2,2021-02-24,34.75,1056,El Salvador,69.5
10760,P0019,Producto 44,4,2021-02-15,91.81,1068,Guatemala,367.24
10675,P0008,Producto 1,3,2021-02-01,41.25,1060,Costa Rica,123.75
10393,P0031,Producto 30,1,2021-02-24,15.18,1001,Guatemala,15.18
10868,P0021,Producto 21,3,2021-04-06,71.76,1054,Nicaragua,215.28000000000003
10456,P0017,Producto 20,2,2021-05-13,30.04,1096,Costa Rica,60.08
10919,P0023,Producto 6,8,2021-02-05,53.02,1079,Costa Rica,424.16
10191,P0037,Producto 22,6,2021-04-20,70.09,1086,El Salvador,420.54
10738,P0016,Producto 18,9,2021-06-26,90.13,1037,Guatemala,811.17
10688,P0006,Producto 8,8,2021-04-16,79.43,1079,Costa Rica,635.44
10098,P0008,Producto 39,3,2021-02-27,67.96,1077,Costa Rica,203.88
10547,P0025,Producto 32,5,2021-02-08,68.28,1028,El Salvador,341.4
10977,P0018,Producto 33,7,2021-03-21,94.65,1025,El Salvador,662.5500000000001
10998,P0025,Producto 16,5,2021-04-07,30.29,1034,Guatemala,151.45
10095,P0012,Producto 12,8,2021-04-23,1.11,1078,Nicaragua,8.88
10663,P0015,Producto 38,5,2021-03-02,27.92,1066,Nicaragua,139.60000000000002
10662,P0026,Producto 34,1,2021-05-17,22.57,1086,Honduras,22.57
10189,P0041,Producto 14,5,2021-01-06,66.52,1028,Costa Rica,332.59999999999997
10735,P0045,Producto 36,4,2021-04-19,63.74,1033,Guatemala,254.96
10036,P0026,Producto 33,6,2021-02-04,59.75,1096,Costa Rica,358.5
10779,P0047,Producto 23,3,2021-02-08,2.61,1040,Guatemala,7.83
10368,P0032,Producto 45,5,2021-05-30,73.15,1040,Guatemala,365.75
10694,P0010,Producto 2,2,2021-06-18,33.03,1022,Guatemala,66.06
10524,P0016,Producto 41,6,2021-04-28,66.84,1070,Costa Rica,401.04
10278,P0007,Producto 21,6,2021-01-05,56.1,1002,El Salvador,336.6
10216,P0017,Producto 2,5,2021-06-19,34.93,1057,Costa Rica,174.65
10866,P0023,Producto 27,6,2021-03-28,14.32,1031,Guatemala,85.92
10872,P0026,Producto 9,7,2021-03-17,10.35,1030,Honduras,72.45
10797,P0021,Producto 1,5,2021-06-07,83.32,1081,Nicaragua,416.59999999999997
10272,P0022,Producto 11,1,2021-02-26,91.92,1042,Guatemala,91.92
10880,P0007,Producto 3,8,2021-05-07,65.33,1006,Honduras,522.64
10061,P0014,Producto 23,4,2021-01-29,11.24,1000,El Salvador,44.96
10595,P0015,Producto 26,9,2021-06-14,40.8,1060,Guatemala,367.2
10879,P0007,Producto 4,6,2021-03-28,73.16,1013,Honduras,438.96
10728,P0009,Producto 18,1,2021-05-21,78.2,1051,Guatemala,78.2
10341,P0048,Producto 6,3,2021-06-09,12.7,1095,Costa Rica,38.099999999999994
10396,P0008,Producto 35,3,2021-02-15,1.0,1005,Honduras,3.0
10698,P0023,Producto 22,4,2021-04-26,71.5,1009,Costa Rica,286.0
10018,P0029,Producto 43,6,2021-04-22,36.3,1070,Costa Rica,217.79999999999998
10176,P0018,Producto 15,7,2021-05-31,26.19,1089,Honduras,183.33
10611,P0031,Producto 22,4,2021-02-14,2.28,1097,Nicaragua,9.12
10395,P0030,Producto 37,6,2021-05-25,54.49,1029,Honduras,326.94
10444,P0039,Producto 42,1,2021-04-14,85.26,1099,Nicaragua,85.26
10232,P0035,Producto 12,8,2021-03-26,95.81,1020,Guatemala,766.48
10914,P0018,Producto 47,7,2021-05-14,57.01,1059,Guatemala,399.07
10075,P0042,Producto 49,9,2021-04-18,51.93,1080,Honduras,467.37
10264,P0039,Producto 42,3,2021-01-18,9.42,1096,Guatemala,28.259999999999998
10454,P0017,Producto 38,2,2021-04-04,55.34,1073,El Salvador,110.68
10795,P0014,Producto 18,1,2021-05-30,38.62,1062,Costa Rica,38.62
10717,P0031,Producto 45,3,2021-02-02,61.11,1041,Costa Rica,183.32999999999998
10734,P0024,Producto 35,5,2021-06-07,39.48,1050,Nicaragua,197.39999999999998
10383,P0035,Producto 30,2,2021-05-06,24.79,1063,Guatemala,49.58
10563,P0044,Producto 24,3,2021-06-09,10.4,1075,Nicaragua,31.200000000000003
10850,P0045,Producto 42,4,2021-06-19,32.18,1055,Costa Rica,128.72
10505,P0034,Producto 30,7,2021-05-02,10.57,1079,Costa Rica,73.99000000000001
10366,P0003,Producto 14,3,2021-05-18,18.51,1040,Guatemala,55.53
10143,P0037,Producto 6,9,2021-04-25,98.75,1031,El Salvador,888.75
10884,P0043,Producto 3,8,2021-06-13,44.97,1014,El Salvador,359.76
10068,P0040,Producto 16,4,2021-06-11,53.66,1061,Guatemala,214.64
10098,P0026,Producto 7,1,2021-01-28,87.49,1026,Guatemala,87.49
10395,P0023,Producto 14,1,2021-01-11,99.56,1027,Nicaragua,99.56
10024,P0044,Producto 9,1,2021-06-16,58.69,1080,Guatemala,58.69
10947,P0039,Producto 15,1,2021-02-16,81.43,1063,El Salvador,81.43
10890,P0015,Producto 21,8,2021-05-07,33.37,1058,Guatemala,266.96
10468,P0049,Producto 35,3,2021-05-27,31.27,1057,Nicaragua,93.81
10483,P0004,Producto 2,6,2021-04-28,40.87,1001,Nicaragua,245.21999999999997
10564,P0029,Producto 27,3,2021-05-23,67.58,1035,Nicaragua,202.74
10150,P0022,Producto 2,5,2021-05-06,68.54,1070,Nicaragua,342.70000000000005
10143,P0025,Producto 35,7,2021-06-05,32.21,1012,Honduras,225.47
10568,P0013,Producto 18,2,2021-06-01,14.19,1014,Guatemala,28.38
10038,P0018,Producto 14,6,2021-03-13,63.61,1088,Costa Rica,381.65999999999997
10108,P0033,Producto 20,6,2021-04-17,13.7,1086,Guatemala,82.19999999999999
10692,P0016,Producto 18,3,2021-05-17,58.27,1059,Honduras,174.81
10041,P0045,Producto 10,6,2021-06-24,69.65,1021,Nicaragua,417.90000000000003
10185,P0042,Producto 25,5,2021-02-02,70.36,1062,Honduras,351.8
10934,P0044,Producto 2,2,2021-01-19,75.59,1089,El Salvador,151.18
10397,P0002,Producto 25,9,2021-03-15,87.41,1096,El Salvador,786.6899999999999
10222,P0035,Producto 33,8,2021-06-17,50.5,1074,Guatemala,404.0
10633,P0042,Producto 36,3,2021-06-24,73.29,1073,Guatemala,219.87
10132,P0034,Producto 31,8,2021-06-06,62.3,1024,Costa Rica,498.4
10162,P0030,Producto 14,9,2021-06-27,19.48,1047,Costa Rica,175.32
10214,P0013,Producto 1,3,2021-04-08,3.54,1042,El Salvador,10.620000000000001
10732,P0013,Producto 46,3,2021-05-21,29.17,1037,Nicaragua,87.51
10234,P0018,Producto 16,2,2021-05-09,44.86,1040,Honduras,89.72
10842,P0032,Producto 46,8,2021-06-11,62.09,1044,Costa Rica,496.72
10657,P0032,Producto 3,1,2021-04-03,85.15,1087,Costa Rica,85.15
10750,P0035,Producto 35,8,2021-06-25,20.43,1039,Nicaragua,163.44
10587,P0039,Producto 41,7,2021-02-17,13.43,1096,Nicaragua,94.00999999999999
10008,P0046,Producto 6,7,2021-06-26,96.38,1016,Guatemala,674.66
10073,P0029,Producto 25,3,2021-03-05,11.7,1087,Honduras,35.099999999999994
10953,P0049,Producto 13,1,2021-03-02,48.37,1056,Nicaragua,48.37
10491,P0029,Producto 34,4,2021-06-06,58.97,1001,Costa Rica,235.88
10912,P0044,Producto 8,9,2021-02-08,54.6,1095,Costa Rica,491.40000000000003
10252,P0016,Producto 21,5,2021-05-08,9.52,1061,El Salvador,47.599999999999994
10229,P0044,Producto 34,1,2021-03-29,6.65,1087,Nicaragua,6.65
10518,P0047,Producto 4,5,2021-01-26,11.44,1008,Guatemala,57.199999999999996
10173,P0010,Producto 25,8,2021-01-17,58.97,1067,Honduras,471.76
10652,P0030,Producto 15,8,2021-03-12,54.89,1080,Guatemala,439.12
10167,P0025,Producto 4,5,2021-01-13,24.14,1016,Costa Rica,120.7
10169,P0039,Producto 45,9,2021-03-10,64.14,1049,Guatemala,577.26
10392,P0020,Producto 12,1,2021-01-26,82.19,1093,Costa Rica,82.19
10945,P0005,Producto 32,4,2021-02-18,5.12,1039,Costa Rica,20.48
10794,P0001,Producto 32,3,2021-01-07,50.31,1057,Costa Rica,150.93
10633,P0030,Producto 28,2,2021-02-27,69.24,1074,Costa Rica,138.48
10193,P0049,Producto 13,8,2021-02-18,25.98,1084,Costa Rica,207.84
10516,P0003,Producto 31,7,2021-04-13,31.47,1020,El Salvador,220.29
10028,P0045,Producto 14,9,2021-02-22,61.75,1017,Guatemala,555.75
10164,P0014,Producto 20,2,2021-03-03,89.9,1054,El Salvador,179.8
10421,P0030,Producto 18,4,2021-01-17,81.18,1028,El Salvador,324.72
10338,P0004,Producto 29,6,2021-06-20,58.73,1023,Nicaragua,352.38
10647,P0018,Producto 6,3,2021-01-25,73.29,1073,Nicaragua,219.87
10495,P0037,Producto 32,8,2021-05-11,37.12,1016,Nicaragua,296.96
10364,P0025,Producto 29,3,2021-01-29,64.46,1017,Honduras,193.38
10832,P0048,Producto 43,2,2021-04-27,47.15,1041,Nicaragua,94.3
10341,P0001,Producto 2,3,2021-06-09,19.8,1083,Guatemala,59.400000000000006
10499,P0046,Producto 23,6,2021-01-26,70.47,1044,El Salvador,422.82
10656,P0015,Producto 19,2,2021-05-04,56.09,1081,Guatemala,112.18
10510,P0009,Producto 31,8,2021-05-24,36.5,1016,Nicaragua,292.0
10326,P0015,Producto 5,1,2021-01-25,91.22,1072,Honduras,91.22
10216,P0049,Producto 19,7,2021-02-23,3.07,1013,Honduras,21.49
10300,P0024,Producto 34,2,2021-06-05,32.26,1048,El Salvador,64.52
10131,P0004,Producto 10,6,2021-03-14,6.63,1028,Guatemala,39.78
10803,P0012,Producto 25,2,2021-04-30,76.89,1094,Costa Rica,153.78
10069,P0037,Producto 2,2,2021-02-25,70.51,1003,Guatemala,141.02
10251,P0037,Producto 11,8,2021-03-06,33.8,1081,Nicaragua,270.4
10414,P0043,Producto 31,2,2021-04-03,67.89,1019,Costa Rica,135.78
10786,P0006,Producto 15,7,2021-03-27,40.2,1046,Honduras,281.40000000000003
10444,P0039,Producto 9,3,2021-03-21,75.87,1008,El Salvador,227.61
10875,P0046,Producto 23,8,2021-06-18,45.96,1076,El Salvador,367.68
10181,P0024,Producto 19,7,2021-04-18,41.82,1078,Honduras,292.74
10166,P0011,Producto 9,8,2021-06-28,93.54,1026,Nicaragua,748.32
10090,P0013,Producto 35,7,2021-04-28,25.84,1014,Honduras,180.88
10713,P0034,Producto 21,6,2021-06-06,12.92,1091,Nicaragua,77.52
10857,P0025,Producto 9,7,2021-03-24,58.87,1018,Costa Rica,412.09
10530,P0007,Producto 28,5,2021-05-27,96.96,1089,Honduras,484.79999999999995
10038,P0004,Producto 46,7,2021-06-18,38.41,1051,Nicaragua,268.87
10125,P0008,Producto 7,1,2021-06-22,7.14,1025,Costa Rica,7.14
10450,P0020,Producto 16,1,2021-01-15,34.59,1088,Honduras,34.59
10172,P0029,Producto 16,9,2021-05-11,51.09,1025,El Salvador,459.81000000000006
10652,P0045,Producto 33,5,2021-05-19,17.03,1025,Honduras,85.15
10753,P0046,Producto 4,5,2021-06-23,66.15,1045,Guatemala,330.75
10219,P0010,Producto 4,3,2021-01-30,99.78,1091,Honduras,299.34000000000003
10637,P0043,Producto 39,5,2021-02-26,45.72,1048,Guatemala,228.6
10057,P0034,Producto 40,3,2021-05-26,36.12,1081,Costa Rica,108.35999999999999
10659,P0026,Producto 17,9,2021-06-28,40.67,1095,Honduras,366.03000000000003
10475,P0041,Producto 37,9,2021-05-08,12.4,1052,Costa Rica,111.60000000000001
10455,P0049,Producto 39,6,2021-02-17,88.44,1002,Costa Rica,530.64
10828,P0003,Producto 29,1,2021-05-16,42.07,1065,Nicaragua,42.07
10894,P0006,Producto 36,7,2021-01-22,39.34,1096,Costa Rica,275.38
10360,P0005,Producto 38,7,2021-01-06,66.31,1041,Costa Rica,464.17
10934,P0005,Producto 39,4,2021-04-14,44.76,1018,Honduras,179.04
10000,P0047,Producto 37,8,2021-02-05,65.18,1016,Honduras,521.44
10386,P0023,Producto 35,6,2021-03-20,7.08,1032,El Salvador,42.480000000000004
10972,P0049,Producto 7,4,2021-04-26,81.56,1075,Nicaragua,326.24
10347,P0009,Producto 27,4,2021-02-26,94.11,1048,Costa Rica,376.44
10189,P0035,Producto 28,2,2021-02-18,65.23,1055,Nicaragua,130.46
10504,P0020,Producto 22,2,2021-06-22,95.5,1062,Guatemala,191.0
10190,P0049,Producto 14,4,2021-03-23,15.99,1002,Costa Rica,63.96
10507,P0042,Producto 7,5,2021-03-07,48.26,1048,Nicaragua,241.29999999999998
10368,P0035,Producto 37,8,2021-03-18,60.58,1054,El Salvador,484.64
10408,P0018,Producto 22,6,2021-02-14,58.59,1025,El Salvador,351.54
10823,P0017,Producto 5,4,2021-03-20,40.74,1098,Costa Rica,162.96
10928,P0024,Producto 2,7,2021-01-20,34.47,1071,Guatemala,241.29
10933,P0003,Producto 27,8,2021-05-03,13.56,1051,El Salvador,108.48
10116,P0032,Producto 21,2,2021-03-08,39.78,1099,El Salvador,79.56
10133,P0035,Producto 38,7,2021-03-24,17.1,1006,Guatemala,119.70000000000002
10057,P0038,Producto 15,2,2021-01-03,73.7,1045,Nicaragua,147.4
10555,P0013,Producto 21,2,2021-03-05,21.67,1045,El Salvador,43.34
10684,P0047,Producto 10,8,2021-02-09,6.8,1099,Honduras,54.4
10671,P0025,Producto 23,2,2021-02-28,55.68,1015,El Salvador,111.36
10172,P0009,Producto 39,9,2021-03-03,59.93,1023,Nicaragua,539.37
10828,P0004,Producto 5,1,2021-05-12,87.32,1060,Nicaragua,87.32
10814,P0014,Producto 1,9,2021-03-01,58.12,1053,Costa Rica,523.0799999999999
10148,P0037,Producto 13,1,2021-04-26,35.2,1061,Honduras,35.2
10079,P0034,Producto 21,2,2021-03-16,80.5,1000,Nicaragua,161.0
10885,P0011,Producto 26,6,2021-05-02,54.49,1048,Guatemala,326.94
10212,P0041,Producto 45,6,2021-04-17,8.85,1024,Honduras,53.099999999999994
10202,P0003,Producto 21,1,2021-04-06,57.02,1009,Honduras,57.02
10763,P0028,Producto 18,7,2021-04-01,90.89,1079,Guatemala,636.23
10228,P0029,Producto 37,8,2021-06-07,40.23,1015,El Salvador,321.84
10675,P0009,Producto 45,2,2021-05-10,30.34,1057,Guatemala,60.68
10226,P0003,Producto 32,8,2021-03-03,15.2,1071,Guatemala,121.6
10658,P0025,Producto 36,9,2021-02-18,15.99,1028,El Salvador,143.91
10531,P0034,Producto 17,6,2021-05-17,43.84,1091,El Salvador,263.04
10440,P0012,Producto 35,5,2021-04-02,59.97,1005,El Salvador,299.85
10401,P0042,Producto 49,9,2021-06-08,8.98,1015,El Salvador,80.82000000000001
10046,P0009,Producto 11,9,2021-05-04,94.02,1019,El Salvador,846.18
10232,P0015,Producto 21,1,2021-03-02,75.76,1079,Guatemala,75.76
10304,P0040,Producto 26,3,2021-02-17,59.08,1070,Costa Rica,177.24
10525,P0025,Producto 4,9,2021-06-02,83.02,1077,Costa Rica,747.18
10142,P0005,Producto 34,2,2021-06-13,8.94,1042,Nicaragua,17.88
10414,P0011,Producto 48,4,2021-05-16,48.21,1025,Costa Rica,192.84
10512,P0034,Producto 18,4,2021-02-27,63.38,1089,Costa Rica,253.52
10372,P0024,Producto 40,2,2021-04-11,83.04,1077,Guatemala,166.08
10565,P0015,Producto 35,3,2021-04-22,78.56,1070,El Salvador,235.68
10885,P0038,Producto 41,3,2021-06-22,28.43,1032,El Salvador,85.28999999999999
10258,P0008,Producto 29,1,2021-03-03,94.15,1025,Guatemala,94.15
10655,P0005,Producto 29,6,2021-02-08,13.31,1044,Costa Rica,79.86
10470,P0048,Producto 38,8,2021-02-27,87.64,1083,Guatemala,701.12
10952,P0026,Producto 42,3,2021-04-09,97.12,1062,Nicaragua,291.36
10970,P0018,Producto 21,5,2021-02-13,18.54,1066,El Salvador,92.69999999999999
10011,P0006,Producto 42,1,2021-01-29,72.48,1051,Honduras,72.48
10329,P0037,Producto 13,7,2021-02-28,4.99,1067,Nicaragua,34.93
10735,P0048,Producto 49,1,2021-03-12,41.14,1025,Nicaragua,41.14
10783,P0013,Producto 41,9,2021-04-02,52.11,1074,Guatemala,468.99
10967,P0028,Producto 17,8,2021-01-09,58.48,1001,Costa Rica,467.84
10357,P0005,Producto 9,7,2021-05-07,93.66,1013,El Salvador,655.62
10971,P0013,Producto 41,7,2021-05-14,67.55,1029,Honduras,472.84999999999997
10407,P0017,Producto 1,5,2021-06-06,48.65,1048,Nicaragua,243.25
10667,P0040,Producto 2,5,2021-05-25,81.16,1011,Honduras,405.79999999999995
10372,P0045,Producto 48,5,2021-05-24,95.1,1089,Costa Rica,475.5
10007,P0032,Producto 29,1,2021-05-11,3.18,1043,Costa Rica,3.18
10121,P0029,Producto 33,8,2021-01-21,98.27,1032,Honduras,786.16
10347,P0003,Producto 10,1,2021-03-05,9.53,1012,El Salvador,9.53
10675,P0040,Producto 40,4,2021-03-31,81.62,1077,Costa Rica,326.48
10089,P0034,Producto 21,9,2021-02-05,28.75,1087,Honduras,258.75
10647,P0040,Producto 28,9,2021-03-03,14.09,1097,Nicaragua,126.81
10697,P0027,Producto 11,5,2021-06-19,44.55,1025,Honduras,222.75
10315,P0013,Producto 34,4,2021-03-17,64.75,1020,Honduras,259.0
10177,P0045,Producto 8,3,2021-06-19,38.71,1027,Guatemala,116.13
10539,P0033,Producto 22,3,2021-01-13,6.4,1047,Costa Rica,19.200000000000003
10731,P0006,Producto 8,5,2021-01-11,60.35,1099,El Salvador,301.75
10868,P0024,Producto 49,1,2021-02-23,90.34,1039,El Salvador,90.34
10040,P0019,Producto 15,5,2021-01-16,38.94,1065,Guatemala,194.7
10739,P0016,Producto 17,6,2021-01-08,22.42,1072,El Salvador,134.52
10703,P0040,Producto 23,7,2021-04-14,44.82,1086,Honduras,313.74
10922,P0028,Producto 24,9,2021-02-28,5.79,1078,Guatemala,52.11
10501,P0033,Producto 45,3,2021-02-26,82.23,1076,Nicaragua,246.69
10958,P0048,Producto 19,2,2021-02-09,82.81,1022,Costa Rica,165.62
10144,P0041,Producto 5,3,2021-05-10,59.21,1080,Costa Rica,177.63
10200,P0013,Producto 32,9,2021-04-04,35.96,1047,Costa Rica,323.64
10928,P0043,Producto 44,7,2021-05-18,80.18,1001,Honduras,561.26
10723,P0045,Producto 1,9,2021-02-13,55.91,1083,Nicaragua,503.18999999999994
10460,P0025,Producto 23,2,2021-05-19,82.77,1019,Guatemala,165.54
10731,P0042,Producto 37,5,2021-03-21,63.51,1058,Guatemala,317.55
10751,P0036,Producto 8,4,2021-03-22,78.66,1045,Costa Rica,314.64
10924,P0027,Producto 13,2,2021-01-02,60.26,1002,Nicaragua,120.52
10908,P0038,Producto 8,9,2021-06-27,42.0,1054,Nicaragua,378.0
10557,P0007,Producto 23,9,2021-05-20,95.84,1011,Nicaragua,862.5600000000001
10546,P0005,Producto 43,6,2021-04-25,54.57,1039,El Salvador,327.42
10252,P0043,Producto 1,6,2021-03-31,60.9,1065,El Salvador,365.4
10389,P0045,Producto 45,8,2021-01-23,22.83,1099,Costa Rica,182.64
10593,P0031,Producto 24,6,2021-05-26,62.94,1077,Nicaragua,377.64
10882,P0023,Producto 35,1,2021-03-03,57.59,1015,Nicaragua,57.59
10255,P0042,Producto 24,4,2021-04-23,19.3,1082,Guatemala,77.2
10708,P0010,Producto 17,7,2021-05-08,6.9,1033,Guatemala,48.300000000000004
10814,P0032,Producto 5,2,2021-03-03,60.83,1043,Costa Rica,121.66
10920,P0043,Producto 20,9,2021-02-07,76.61,1005,Nicaragua,689.49
10449,P0030,Producto 21,8,2021-06-15,52.82,1076,Costa Rica,422.56
10009,P0039,Producto 40,8,2021-03-02,23.45,1063,Guatemala,187.6
10823,P0031,Producto 31,7,2021-05-09,66.99,1099,Guatemala,468.92999999999995
10797,P0018,Producto 46,4,2021-06-22,8.93,1021,El Salvador,35.72
10241,P0036,Producto 36,2,2021-06-05,44.74,1017,Costa Rica,89.48
10250,P0002,Producto 11,3,2021-05-29,17.17,1011,Costa Rica,51.510000000000005
